MgCl2.2H2O 80K NIR reflectance spectra from 0.35-2.5um		
Data from Hanley et al. (2014)		
		
Wavelength (um)	% Reflectance	normalized
1.053	0.307815483	0.977265869
1.054	0.307816572	0.977269328
1.055	0.307823616	0.977291692
1.056	0.307832887	0.977321126
1.057	0.307834585	0.977326515
1.058	0.307826421	0.977300597
1.059	0.307846527	0.97736443
1.06	0.307895528	0.977520001
1.061	0.307913533	0.977577165
1.062	0.307892737	0.977511141
1.063	0.307890993	0.977505604
1.064	0.307837439	0.977335576
1.065	0.307720848	0.97696542
1.066	0.307679054	0.976832728
1.067	0.30769197	0.976873735
1.068	0.307667035	0.97679457
1.069	0.307704754	0.976914322
1.07	0.307731853	0.977000356
1.071	0.307777811	0.977146268
1.072	0.307757761	0.977082613
1.073	0.307738392	0.977021119
1.074	0.307704693	0.976914129
1.075	0.307562404	0.976462383
1.076	0.307531575	0.976364507
1.077	0.307561828	0.976460555
1.078	0.307599839	0.976581234
1.079	0.307594779	0.976565168
1.08	0.30762114	0.976648863
1.081	0.30761644	0.97663394
1.082	0.307514877	0.976311494
1.083	0.307467341	0.976160575
1.084	0.307521648	0.976332991
1.085	0.307500327	0.976265298
1.086	0.307436469	0.976062559
1.087	0.307407814	0.975971586
1.088	0.307380999	0.975886452
1.089	0.307354931	0.975803689
1.09	0.307361425	0.975824308
1.091	0.307350994	0.975791191
1.092	0.307353985	0.975800687
1.093	0.307269691	0.975533067
1.094	0.307214513	0.975357884
1.095	0.307230195	0.975407672
1.096	0.307200583	0.97531366
1.097	0.307149284	0.975150792
1.098	0.30714596	0.975140241
1.099	0.307086765	0.974952303
1.1	0.306961107	0.974553361
1.101	0.306939116	0.974483541
1.102	0.306917368	0.974414496
1.103	0.306879222	0.974293389
1.104	0.306836838	0.974158824
1.105	0.306857585	0.974224693
1.106	0.306823578	0.974116727
1.107	0.30671927	0.973785565
1.108	0.306683251	0.97367121
1.109	0.306711481	0.973760836
1.11	0.30665476	0.973580755
1.111	0.3065703	0.973312609
1.112	0.306524094	0.973165914
1.113	0.306432365	0.972874688
1.114	0.306363944	0.972657461
1.115	0.306365802	0.972663361
1.116	0.306310668	0.972488318
1.117	0.306219723	0.972199583
1.118	0.306134889	0.971930248
1.119	0.306064197	0.971705811
1.12	0.305988524	0.971465562
1.121	0.305921917	0.971254095
1.122	0.3058731	0.971099107
1.123	0.305813348	0.970909406
1.124	0.305749966	0.970708177
1.125	0.305672382	0.970461861
1.126	0.305586189	0.970188211
1.127	0.305519272	0.969975761
1.128	0.305426888	0.969682457
1.129	0.305329475	0.969373186
1.13	0.30526601	0.969171692
1.131	0.305212219	0.969000914
1.132	0.305149678	0.968802357
1.133	0.305050491	0.968487454
1.134	0.304951186	0.968172177
1.135	0.304889416	0.967976065
1.136	0.304822336	0.967763099
1.137	0.304771353	0.967601235
1.138	0.304719808	0.967437588
1.139	0.304677045	0.967301823
1.14	0.304613645	0.967100537
1.141	0.30454143	0.966871267
1.142	0.304481124	0.966679802
1.143	0.304418844	0.966482074
1.144	0.304342974	0.9662412
1.145	0.304287281	0.966064382
1.146	0.304273477	0.966020555
1.147	0.304238331	0.965908975
1.148	0.304142574	0.96560496
1.149	0.304067374	0.965366213
1.15	0.3040299	0.965247237
1.151	0.30397891	0.965085354
1.152	0.303943399	0.964972611
1.153	0.303937517	0.964953938
1.154	0.303895565	0.964820746
1.155	0.303837879	0.9646376
1.156	0.303785778	0.96447219
1.157	0.303703883	0.964212184
1.158	0.303582456	0.963826674
1.159	0.303467785	0.963462611
1.16	0.303346962	0.963079016
1.161	0.303208344	0.962638926
1.162	0.303062798	0.96217684
1.163	0.302911386	0.961696133
1.164	0.302707305	0.961048206
1.165	0.302447654	0.960223855
1.166	0.302187061	0.959396514
1.167	0.301942898	0.958621334
1.168	0.301667106	0.957745738
1.169	0.301416136	0.956948947
1.17	0.301223831	0.95633841
1.171	0.301020331	0.95569233
1.172	0.300845619	0.955137647
1.173	0.300711459	0.954711708
1.174	0.300598534	0.95435319
1.175	0.300499219	0.954037879
1.176	0.300399268	0.95372055
1.177	0.300338322	0.953527057
1.178	0.300264071	0.953291322
1.179	0.300180311	0.953025397
1.18	0.300110453	0.95280361
1.181	0.300039245	0.952577534
1.182	0.299939576	0.952261102
1.183	0.299841598	0.951950037
1.184	0.299747018	0.951649758
1.185	0.299640169	0.951310531
1.186	0.299524232	0.950942449
1.187	0.299400177	0.950548594
1.188	0.299252551	0.950079903
1.189	0.299078845	0.949528414
1.19	0.298862172	0.948840513
1.191	0.298599062	0.948005179
1.192	0.298315039	0.94710345
1.193	0.297932889	0.945890186
1.194	0.297498342	0.944510565
1.195	0.296979591	0.942863612
1.196	0.296344072	0.940845938
1.197	0.295719172	0.938861979
